function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N06-Shubert2D,18,0.01,0,200000,100,18,18,-1,-1,18,0,100,120,120,120,119,5.684341886080802e-14,18,34,146
N06-Shubert2D,18,0.01,1,200000,100,18,18,-1,-1,18,0,100,122,122,122,119,5.684341886080802e-14,18,36,148
N06-Shubert2D,18,0.01,2,200000,100,18,18,-1,-1,18,0,100,124,124,124,118,5.684341886080802e-14,18,24,150
N06-Shubert2D,18,0.01,3,200000,100,18,18,-1,-1,18,0,100,106,106,106,104,5.684341886080802e-14,18,33,132
N06-Shubert2D,18,0.01,4,200000,100,18,16,-1,-1,16,0,100,121,121,121,120,8.526512829121202e-14,18,19,147
N06-Shubert2D,18,0.01,5,200000,100,18,18,-1,-1,18,0,100,121,121,121,120,5.684341886080802e-14,18,19,147
N06-Shubert2D,18,0.01,6,200000,100,18,18,-1,-1,18,0,100,120,120,120,119,5.684341886080802e-14,18,19,146
N06-Shubert2D,18,0.01,7,200000,100,18,18,-1,-1,18,0,100,122,122,122,119,8.526512829121202e-14,18,20,148
N06-Shubert2D,18,0.01,8,200000,100,18,18,-1,-1,18,0,100,122,122,122,121,5.684341886080802e-14,18,19,148
N06-Shubert2D,18,0.01,9,200000,100,18,18,-1,-1,18,0,100,123,123,123,119,5.684341886080802e-14,18,22,149
N06-Shubert2D,18,0.01,10,200000,100,18,18,-1,-1,18,0,100,119,119,119,118,8.526512829121202e-14,18,19,145
N06-Shubert2D,18,0.01,11,200000,100,18,18,-1,-1,18,0,100,124,124,124,116,5.684341886080802e-14,18,23,150
N06-Shubert2D,18,0.01,12,200000,100,18,18,-1,-1,18,0,100,121,121,121,116,5.684341886080802e-14,18,22,147
N06-Shubert2D,18,0.01,13,200000,100,18,18,-1,-1,18,0,100,123,123,123,120,5.684341886080802e-14,18,20,149
N06-Shubert2D,18,0.01,14,200000,100,18,17,-1,-1,17,0,100,123,123,123,120,8.526512829121202e-14,17,20,149
N06-Shubert2D,18,0.001,0,200000,100,18,18,-1,-1,18,0,100,120,120,120,119,5.684341886080802e-14,18,34,146
N06-Shubert2D,18,0.001,1,200000,100,18,18,-1,-1,18,0,100,122,122,122,119,5.684341886080802e-14,18,36,148
N06-Shubert2D,18,0.001,2,200000,100,18,18,-1,-1,18,0,100,124,124,124,118,5.684341886080802e-14,18,24,150
N06-Shubert2D,18,0.001,3,200000,100,18,18,-1,-1,18,0,100,106,106,106,104,5.684341886080802e-14,18,33,132
N06-Shubert2D,18,0.001,4,200000,100,18,16,-1,-1,16,0,100,121,121,121,120,8.526512829121202e-14,18,19,147
N06-Shubert2D,18,0.001,5,200000,100,18,18,-1,-1,18,0,100,121,121,121,120,5.684341886080802e-14,18,19,147
N06-Shubert2D,18,0.001,6,200000,100,18,18,-1,-1,18,0,100,120,120,120,119,5.684341886080802e-14,18,19,146
N06-Shubert2D,18,0.001,7,200000,100,18,18,-1,-1,18,0,100,122,122,122,119,8.526512829121202e-14,18,20,148
N06-Shubert2D,18,0.001,8,200000,100,18,18,-1,-1,18,0,100,122,122,122,121,5.684341886080802e-14,18,19,148
N06-Shubert2D,18,0.001,9,200000,100,18,18,-1,-1,18,0,100,123,123,123,119,5.684341886080802e-14,18,22,149
N06-Shubert2D,18,0.001,10,200000,100,18,18,-1,-1,18,0,100,119,119,119,118,8.526512829121202e-14,18,19,145
N06-Shubert2D,18,0.001,11,200000,100,18,18,-1,-1,18,0,100,124,124,124,116,5.684341886080802e-14,18,23,150
N06-Shubert2D,18,0.001,12,200000,100,18,18,-1,-1,18,0,100,121,121,121,116,5.684341886080802e-14,18,22,147
N06-Shubert2D,18,0.001,13,200000,100,18,18,-1,-1,18,0,100,123,123,123,120,5.684341886080802e-14,18,20,149
N06-Shubert2D,18,0.001,14,200000,100,18,17,-1,-1,17,0,100,123,123,123,120,8.526512829121202e-14,17,20,149
N06-Shubert2D,18,0.0001,0,200000,100,18,18,-1,-1,18,0,100,120,120,120,119,5.684341886080802e-14,18,34,146
N06-Shubert2D,18,0.0001,1,200000,100,18,18,-1,-1,18,0,100,122,122,122,119,5.684341886080802e-14,18,36,148
N06-Shubert2D,18,0.0001,2,200000,100,18,18,-1,-1,18,0,100,124,124,124,118,5.684341886080802e-14,18,24,150
N06-Shubert2D,18,0.0001,3,200000,100,18,18,-1,-1,18,0,100,106,106,106,104,5.684341886080802e-14,18,33,132
N06-Shubert2D,18,0.0001,4,200000,100,18,16,-1,-1,16,0,100,121,121,121,120,8.526512829121202e-14,18,19,147
N06-Shubert2D,18,0.0001,5,200000,100,18,18,-1,-1,18,0,100,121,121,121,120,5.684341886080802e-14,18,19,147
N06-Shubert2D,18,0.0001,6,200000,100,18,18,-1,-1,18,0,100,120,120,120,119,5.684341886080802e-14,18,19,146
N06-Shubert2D,18,0.0001,7,200000,100,18,18,-1,-1,18,0,100,122,122,122,119,8.526512829121202e-14,18,20,148
N06-Shubert2D,18,0.0001,8,200000,100,18,18,-1,-1,18,0,100,122,122,122,121,5.684341886080802e-14,18,19,148
N06-Shubert2D,18,0.0001,9,200000,100,18,18,-1,-1,18,0,100,123,123,123,119,5.684341886080802e-14,18,22,149
N06-Shubert2D,18,0.0001,10,200000,100,18,18,-1,-1,18,0,100,119,119,119,118,8.526512829121202e-14,18,19,145
N06-Shubert2D,18,0.0001,11,200000,100,18,18,-1,-1,18,0,100,124,124,124,116,5.684341886080802e-14,18,23,150
N06-Shubert2D,18,0.0001,12,200000,100,18,18,-1,-1,18,0,100,121,121,121,116,5.684341886080802e-14,18,22,147
N06-Shubert2D,18,0.0001,13,200000,100,18,18,-1,-1,18,0,100,123,123,123,120,5.684341886080802e-14,18,20,149
N06-Shubert2D,18,0.0001,14,200000,100,18,17,-1,-1,17,0,100,123,123,123,120,8.526512829121202e-14,17,20,149
N06-Shubert2D,18,1e-05,0,200000,100,18,18,-1,-1,18,0,100,120,120,120,119,5.684341886080802e-14,18,34,146
N06-Shubert2D,18,1e-05,1,200000,100,18,18,-1,-1,18,0,100,122,122,122,119,5.684341886080802e-14,18,36,148
N06-Shubert2D,18,1e-05,2,200000,100,18,18,-1,-1,18,0,100,124,124,124,118,5.684341886080802e-14,18,24,150
N06-Shubert2D,18,1e-05,3,200000,100,18,18,-1,-1,18,0,100,106,106,106,104,5.684341886080802e-14,18,33,132
N06-Shubert2D,18,1e-05,4,200000,100,18,16,-1,-1,16,0,100,121,121,121,120,8.526512829121202e-14,18,19,147
N06-Shubert2D,18,1e-05,5,200000,100,18,18,-1,-1,18,0,100,121,121,121,120,5.684341886080802e-14,18,19,147
N06-Shubert2D,18,1e-05,6,200000,100,18,18,-1,-1,18,0,100,120,120,120,119,5.684341886080802e-14,18,19,146
N06-Shubert2D,18,1e-05,7,200000,100,18,18,-1,-1,18,0,100,122,122,122,119,8.526512829121202e-14,18,20,148
N06-Shubert2D,18,1e-05,8,200000,100,18,18,-1,-1,18,0,100,122,122,122,121,5.684341886080802e-14,18,19,148
N06-Shubert2D,18,1e-05,9,200000,100,18,18,-1,-1,18,0,100,123,123,123,119,5.684341886080802e-14,18,22,149
N06-Shubert2D,18,1e-05,10,200000,100,18,18,-1,-1,18,0,100,119,119,119,118,8.526512829121202e-14,18,19,145
N06-Shubert2D,18,1e-05,11,200000,100,18,18,-1,-1,18,0,100,124,124,124,116,5.684341886080802e-14,18,23,150
N06-Shubert2D,18,1e-05,12,200000,100,18,18,-1,-1,18,0,100,121,121,121,116,5.684341886080802e-14,18,22,147
N06-Shubert2D,18,1e-05,13,200000,100,18,18,-1,-1,18,0,100,123,123,123,120,5.684341886080802e-14,18,20,149
N06-Shubert2D,18,1e-05,14,200000,100,17,17,-1,-1,17,0,100,123,123,123,120,8.526512829121202e-14,17,20,149
