function,method,rule,seed,evals,n_optima,n_reported,pr_1e-1,pr_1e-2,pr_1e-3,pr_1e-4,pr_1e-5
N15-CF4-3D,MC-ESO,current,0,400000,8,100,0.3750,0.3750,0.3750,0.3750,0.3750
N15-CF4-3D,MC-ESO,current,1,400000,8,100,0.3750,0.3750,0.3750,0.3750,0.1250
N15-CF4-3D,MC-ESO,current,2,400000,8,100,0.3750,0.3750,0.3750,0.3750,0.2500
N15-CF4-3D,MC-ESO,current,3,400000,8,100,0.5000,0.5000,0.5000,0.5000,0.1250
N15-CF4-3D,MC-ESO,current,4,400000,8,100,0.5000,0.5000,0.5000,0.5000,0.3750
N15-CF4-3D,MC-ESO,current,5,400000,8,100,0.2500,0.2500,0.2500,0.2500,0.1250
N15-CF4-3D,MC-ESO,current,6,400000,8,100,0.2500,0.2500,0.2500,0.2500,0.1250
N15-CF4-3D,MC-ESO,current,7,400000,8,100,0.2500,0.2500,0.2500,0.2500,0.2500
N15-CF4-3D,MC-ESO,current,8,400000,8,100,0.3750,0.3750,0.3750,0.2500,0.1250
N15-CF4-3D,MC-ESO,current,9,400000,8,100,0.5000,0.5000,0.5000,0.5000,0.2500
N15-CF4-3D,MC-ESO,current,10,400000,8,100,0.3750,0.3750,0.3750,0.3750,0.2500
N15-CF4-3D,MC-ESO,current,11,400000,8,100,0.3750,0.3750,0.3750,0.3750,0.1250
