function,method,rule,seed,evals,n_optima,n_reported,pr_1e-1,pr_1e-2,pr_1e-3,pr_1e-4,pr_1e-5
N06-Shubert2D,MC-ESO,current,0,200000,18,100,1.0000,1.0000,1.0000,1.0000,0.7222
N06-Shubert2D,MC-ESO,current,1,200000,18,100,1.0000,1.0000,1.0000,1.0000,0.8889
N06-Shubert2D,MC-ESO,current,2,200000,18,100,1.0000,1.0000,1.0000,1.0000,0.6667
N06-Shubert2D,MC-ESO,current,3,200000,18,100,1.0000,1.0000,1.0000,1.0000,0.8889
N06-Shubert2D,MC-ESO,current,4,200000,18,100,1.0000,1.0000,1.0000,1.0000,0.5000
N06-Shubert2D,MC-ESO,current,5,200000,18,100,1.0000,1.0000,1.0000,1.0000,0.6667
N06-Shubert2D,MC-ESO,current,6,200000,18,100,1.0000,1.0000,1.0000,1.0000,0.5000
N06-Shubert2D,MC-ESO,current,7,200000,18,100,1.0000,1.0000,1.0000,1.0000,0.6667
N06-Shubert2D,MC-ESO,current,8,200000,18,100,1.0000,1.0000,1.0000,1.0000,0.7778
N06-Shubert2D,MC-ESO,current,9,200000,18,100,1.0000,1.0000,1.0000,1.0000,0.8333
N06-Shubert2D,MC-ESO,current,10,200000,18,100,1.0000,1.0000,1.0000,1.0000,0.8333
N06-Shubert2D,MC-ESO,current,11,200000,18,100,0.9444,0.9444,0.9444,0.9444,0.6111
N06-Shubert2D,MC-ESO,current,12,200000,18,100,1.0000,1.0000,1.0000,1.0000,0.7222
N06-Shubert2D,MC-ESO,current,13,200000,18,100,1.0000,1.0000,1.0000,1.0000,0.6667
N06-Shubert2D,MC-ESO,current,14,200000,18,100,1.0000,1.0000,1.0000,1.0000,0.8333
