function,method,rule,seed,evals,n_optima,n_reported,pr_1e-1,pr_1e-2,pr_1e-3,pr_1e-4,pr_1e-5
N20-CF4-20D,NCDE,current,8,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N20-CF4-20D,NCDE,current,9,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N20-CF4-20D,NCDE,current,10,400000,8,30,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,NCDE,current,11,400000,8,30,0.2500,0.2500,0.2500,0.2500,0.2500
N20-CF4-20D,NM-Restart,current,0,400000,8,2,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,NM-Restart,current,1,400000,8,2,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,NM-Restart,current,2,400000,8,1,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,NM-Restart,current,3,400000,8,1,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,NM-Restart,current,4,400000,8,1,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,NM-Restart,current,5,400000,8,1,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,NM-Restart,current,6,400000,8,1,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,NM-Restart,current,7,400000,8,2,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,NM-Restart,current,8,400000,8,1,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,NM-Restart,current,9,400000,8,1,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,NM-Restart,current,10,400000,8,1,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,NM-Restart,current,11,400000,8,1,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,NMMSO,current,0,400000,8,45,0.1250,0.1250,0.1250,0.0000,0.0000
N20-CF4-20D,NMMSO,current,1,400000,8,34,0.1250,0.1250,0.1250,0.0000,0.0000
N20-CF4-20D,NMMSO,current,2,400000,8,42,0.1250,0.1250,0.1250,0.0000,0.0000
N20-CF4-20D,NMMSO,current,3,400000,8,30,0.1250,0.1250,0.1250,0.0000,0.0000
N20-CF4-20D,NMMSO,current,4,400000,8,39,0.1250,0.1250,0.1250,0.0000,0.0000
N20-CF4-20D,NMMSO,current,5,400000,8,31,0.2500,0.2500,0.2500,0.1250,0.0000
N20-CF4-20D,NMMSO,current,6,400000,8,31,0.1250,0.1250,0.1250,0.0000,0.0000
N20-CF4-20D,NMMSO,current,7,400000,8,34,0.1250,0.1250,0.1250,0.0000,0.0000
N20-CF4-20D,NMMSO,current,8,400000,8,38,0.1250,0.1250,0.1250,0.0000,0.0000
N20-CF4-20D,NMMSO,current,9,400000,8,46,0.1250,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,NMMSO,current,10,400000,8,29,0.2500,0.2500,0.1250,0.1250,0.0000
N20-CF4-20D,NMMSO,current,11,400000,8,44,0.2500,0.2500,0.1250,0.0000,0.0000
N20-CF4-20D,r3pso,current,0,400000,8,30,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,r3pso,current,1,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N20-CF4-20D,r3pso,current,2,400000,8,30,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,r3pso,current,3,400000,8,30,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,r3pso,current,4,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N20-CF4-20D,r3pso,current,5,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N20-CF4-20D,r3pso,current,6,400000,8,30,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,r3pso,current,7,400000,8,30,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,r3pso,current,8,400000,8,30,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,r3pso,current,9,400000,8,30,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,r3pso,current,10,400000,8,30,0.0000,0.0000,0.0000,0.0000,0.0000
N20-CF4-20D,r3pso,current,11,400000,8,30,0.0000,0.0000,0.0000,0.0000,0.0000
